fine_label	utterance
UNK:UNK	Monsanto Email Re: Information on Monsanto Entry II Surfactant This document contains email correspondence between M onsanto employees Donna Farmer, Thomas Hoogheem concerning an inquiry from Jim Shepard of the National Council of Paper Industry for Air & Steam Improvement regarding Monsanto Entry II surfactant. MONGLY00878828 3/8/2000 - 3/12/2000
UNK:UNK	Internal Email Shows Monsanto Aware of Surfactant Toxic Effects This document contains ema il correspondence between various Monsanto personnel wherein it is stated with respect to Roundup surfactants: “While the tallow amine was considered toxic at 62.5 and 15.6 ug/ml, the C12 alkyl sulfate didn’t exhibit toxicity at any of the test doses. Whil e both of these compounds produced a marginal response which didn’t meet the test criteria for a robust positive, they did elicit an effect which was judged to be an equivocal, but test article -related effect.” at *5. 49 Bates Title Description MONGLY00878876 4/27/2000
UNK:UNK	Monsanto Email Re: micro -MN results This document contains email correspondence between Monsanto employees Roderick Bunch, Donna Fa rmer, Larry Kier, William Heydens and others regarding micro -MN results wherein they discuss whether to send results of micronucleus studies to Dr. Parry. MONGLY00889984 5/26/2000
UNK:UNK	Monsanto Email Discussing Roundup and Cancer (2000) This document contains email correspondence between Monsanto employees Donna Farmer, Lisa Drake, John Acquavella, Jay Byrne, and Lori Fisher regarding Roundup and cancer, including a forwarded email announcement New Study Links Monsanto’s Roundup to non- Hodgkin’s lymphoma. MONGLY01140172 - MONGLY01140176 6/8/2000
UNK:UNK	Monsanto Email Re: Microflora etc. This document contains email correspondence between Monsanto employees Donna Farm er, Gary Hartnell, Bruce Hammond and others regarding Microflora, wherein Farmer writes: “...Pelchnar is conducting a study on sheep using preharvest grains with the belief that glyphosate is going to impact the gut flora.” MONGLY07080361 7/5/2000
UNK:UNK	Monsanto Scientist Admits Potential for Data Coaching in Monsanto Glyphosate Exposure Study This document is a study “site visit” from July 7, 2000 of the “Farm Family Exposure” study. Dr. John Acquavella (Monsanto employee at the time) and John Cowell conduct the site visit. The report indicates numerous deficiencies with the study, including: “Protocol amendments had not yet been forwarded to the study team from Exponent; Many of the urines were very spotty and we found one day's urine that was obviously doctored. As at the Minnesota field site, the fie ld team is not reviewing the urines carefully and there is little, if any, coaching of the farm families; There were some obvious errors or missing entries in the questionnaires.” at *7- 8. 50 Bates Title Description MONGLY00886014 8/24/2000
UNK:UNK	Monsanto Email Re: ISEE meeting - epidemiology studies re glyphosate This document contains a memorandum from John Acquavella to D. Farmer, J. Cowell, W. Heydens, D. Goldstein et al. regarding ISEE meeting - epidemiology studies re glyphosate, where in Acquavella reports on “two related papers from the —International Society for Environmental Epidemiology (ISEE) meeting this week in Buf falo, New York. Both papers have results for glyphosate (one for non- Hodgkin's lymphoma (NHL) and one for Hodgkin's disease (HD)).” MONGLY00889988 1/29/2001
UNK:UNK	"Monsanto Email Re: Clariant Spec Changes for 0818 This document contains a series of email exchanges between Monsanto employees re impurities in the Roundup formulation wherein Dr. Farmer states: ""I am not sure what is meant by ‘there is no issue anymore with 1.4- Dioxane’. Just because FAO removed it from the specifications does not mean issues with 1,4- Dioxane will go away.” MONGLY00889992 1/29/2001"
UNK:UNK	Monsanto Email Re: dioxane spec This document contains a series of email exchanges between Monsanto employees re impurities in the Roundup formulation wherein Stephen Wratten states: “I believe we chose I ppm as the limit because of analogy with nitrosamines, rather than based on, any specific scientific consideration. Given this. it is obvious that it would be cheaper to loosen the raw material specification. thereby saving ourselves and suppliers the cost of removal.” MONGLY00923065 2/12/2001 - 2/13/2001
UNK:UNK	Monsanto Internal Email: Employee Expresses ‘Serious Concern’ Ove r Plausibility of Roundup Formulation Carcinogenicity This document contains email correspondence between various Monsanto personnel wherein Dr. Mark Martens states: “I don’t know for sure how suppliers would react - but if somebody came to me and said they wanted to test Roundup I know how I would react - with serious concern. We have to really think about doing formulations even if they are not on the market . . . glyphosate is still in there and could get caught up in some false positive finding. at *1. 51 Bates Title Description MONGLY04683604 2/20/2001
UNK:UNK	Monsanto Finds Levels of N-ntirosoglyphosate (NNG) Exceed the Limit of 1 ppm This document contains email correspondence between Eric Haupfear (Monsanto Director of Process Technology) and others in monitoring NNG levels of glyphosate. In 2000, Haupfear found that the levels of NNG exceeded the limit of 1 ppm due to a manufacturing defect. “Concentration of NNG in Glyphosate: (0.0000143 / 10.24) = 1.4 ppm!!” MONGLY02626726 - MONGLY02626730 4/18/2001
UNK:UNK	Monsanto E mail Re: meeting Prof Parry 15 Feb 2001 This document contains email correspondence between various Monsanto employees such as Donna Farmer and William Heydens re “meeting Prof Parry 15 F eb. 2001” wherein Monsanto employees express reservations about completing all of Dr. Parry’s recommendations. MONGLY00905534 4/10/2001
UNK:UNK	Email Exchange Responding to Dr. James Parry’s Request to Test Propachlor (Monsanto Herbicide In this document, Monsanto executive William Heydens expresses concern over Dr. James Parry’s request to evaluate Propachlor, an herbicide that Monsanto holds the patent to. Mark Martens writes that one of the advantages of letting Parry test Propachlor is that will “keep prof Parry happy which will make him a good proponent of glyphosate.” Heydens disagrees: “Please don't do anything until we discuss this. Data generated by academics has always been a major concern for us in the defense of our products.” MONGLY00891769 9/10/2001
UNK:UNK	Donna Farmer: Mark Martens’ Work with Dr. James Parry “Almost Landed Us with Parry Calling Glyphosate Genotoxic” The document contains email correspondence between Donna Farmer (Monsanto Toxicologist) and Daniel Goldstein. Farmer includes a previous correspondence in which William (Bill) Graham tells colleagues: “One of the problems with email - everyone can start ru nning around looking for solutions. Can we keep this to a limited number of people as we have the opinions and the solutions in Europe.” The email also references Mark Martens’ work with Dr. James Parry, a highly respected expert in genotoxicity. Accordi ng to Farmer: “ Mark was not managing that well and that almost landed us with Parry calling glyphosate genotoxic....so we had to do these additional studies to make him happy and if it had not been for Larry Kier we would be in dog.......” 52 Bates Title Description MONGLY00887558 12/6/2001
UNK:UNK	"Monsanto Email Re: McDuffee Paper This document contains email correspondence between Monsanto empl oyees William Heydens, Donna Farmer, and John Acquavella regarding the McDuffee paper. Acquavella wrote: “It's a good result, but not everything we wanted. The (invalid) result could be — cited as a second glyphosate/NHL ""finding."" However, it will not be p icked up by most of the usual suspects because it's not mentioned in the abstract.” N/A 1/11/2017"
UNK:UNK	Deposition of Donna Farmer (Monsanto Toxicologist) Donna Farmer’s 1/11/2017 deposition details Monsanto’s reaction to Dr. James Parry’s review of glyphosate. Specifically, the deposition covers Monsanto’s reluctance to conduct studies suggested by Dr. Parry after being unhappy with Parry’s conclusions. Likewise, it appears that Monsanto never submitted Dr. Parry’s work on glyphosate to th e EPA, even though internal emails describe him as a renowned expert. Farmer is also asked about dermal absorption of glyphosate, and the effect of the surfactant in making glyphosate more able to get into the skin. 53 Bates Title Description MONGLY00885526 MONGLY00885527 4/19/2002 - 4/25/2002
UNK:UNK	Monsanto Executive Admits Studies Demonstrate Formulated Roundup ‘Does the Damage’ AND Heydens Discusses European Commission’s Request for Endocrine Disruptor Information This document is an email correspondence between Drs. William Heydens and Donna Farmer, wherein the two discuss various studies which observed adverse effects by the formulated Roundup product. Specifically, Dr. Farmer acknowledges: “[t]he interest point is glyphosate all basicially [sic] had no effect the formulated product did - does this point us to the coformulants - sufactants? [sic]” at *2. Dr. Heydens also admits, after discussing with Monsanto consultant John DeSesso, that “we are in pretty good shape with glyphosate but vulnerable with surfactants. . . What I’ve been hearing from you is that this continues to be the case with these studies - Glyphosate is OK but the formulated product (and thus the surfactant) does the damage.” at *1. In MONGLY00 885527, Heydens and Farmer discuss the European Commission’s request for endocrine disruptor information from plant protection product (PPP) manufacturers and how the European Chemical Industry Council (CEFIC) and its sub- group European Crop Protection Ass ociation (ECPA) plotted to provide no information. Heydens on “free studies”: “I want to understand what they all say, and see if there is anything more we should be doing besides the usual ‘pay no attention to the man behind the curtain’… Even though no t esting requirements have been implemented for several years now, this damn endocrine crap just doesn't go away, does it.” MONGLY00885521 4/25/2002
UNK:UNK	William Heydens: “we are in pretty good shape with glyphosate but vulnerable —with surfa ctants….” This document contains email correspondence between Monsanto employees William Heydens, Donna Farmer and others regarding European Commission Endocrine Disrupters developments wherein Heydens wrote: …”we are in pretty good shape with glyphosate but vulnerable —with surfactants…. Glyphosate is OK but the formulated product (and thus the surfactant) does the damage.” MONGLY06414231 9/23/2002
UNK:UNK	"Emails Re: Issues handling for glyphosate Emails re “issues handling for glyphosate” which includes “proactive: planned ""outreach"" to key influence groups and people” 54 Bates Title Description MONGLY01851796 4/30/2003 MONGLY01851797 4/9/2003"
UNK:UNK	and 3/1/2019 Monsanto Email Re: TNO study results AND TNO Report V4478 MONGLY01851796 contains an email discussion concerning the results of the TNO study. “The conclusions are now very clearly stated that it will not be used for regulatory or risk assessment due to unacceptable results.” MONGLY0 1851797 is TNO report V4478 (Apr. 9, 2003) MONGLY06403283 6/2003
UNK:UNK	Operator exposure risk assessment for MON 78273 under UK use conditions A report (with edits) describing tiered evaluation of the risk associated wit h the professional handling (mixing, loading and field application) of MON 78273 under UK use conditions. The operator exposure assessment was based on the UK -POEM model. “Based on the risk evaluation, the label recommendations will be the following: Wear suitable protective gloves when handling the concentrate and the diluted product. Wear suitable protective clothing (water - proof jacket & trousers), suitable gloves and rubber boots when using handheld sprayers fitted with low volume hydraulic nozzles and when using hand held rotary atomisers.” 55 Bates Title Description MONGLY00896493 6/16/2003
UNK:UNK	"Monsanto Email Re: JMPR Comments This document contains email correspondence between various Monsanto employees and consultant s regarding JMPR comments, wherein Steve Wratten wrote: “In reference to the Monsanto rabbit teratology study, I cannot agree to include the statement In the rabbit, doses of 150 mg/kg and above were associated with dose -related maternal toxicity"". For 12 years, US EPA has —based its 2 mg/kg/day US ADI on a conclusion that the 175 mg/kg/day represents both a maternal and developmental NOAEL in this study. The US is —the biggest glyphosate market in the world, and all 3 companies involved enjoy sales that are supported by this position. Monsanto has repeatedly —stated and supported that 175 m/k/d conclusion, both in the US and in other world areas, and we cannot now be a party to submitting a document that —effectively says this conclusion has been incorrect.” MONGLY06722565 8/14/2003"
UNK:UNK	Monsanto Email Re: Arguments to Exclude K Toxicity as Cause of Death in M Rats in Study SB -2000- 247 with MON 78263 MONGLY06722565 is an email re arguments to exclude K toxicity as the cause of death in M rats in study SB -2000- 247 with MON 78263. MONGLY00895484 9/17/2003
UNK:UNK	Monsanto Email: Donna Farmer Responds to Question About Reproductive Impact of Glyphosate MONGLY00895484 contains email correspondence between Monsanto employees Donna Farmer and Alejandro Oliva, —DIRECTOR, ENVIRONMENT AND REPRODUCTIVE HEALTH PROGRAMME, Argentina, wherein Farmer respond s to a query about the reproductive impact of glyphosate. MONGLY00922458 11/21/2003- 11/24/2003
UNK:UNK	Internal Monsanto Email: ‘You Cannot Say That Roundup is not a Carcinogen’ This document contains email corresp ondence between Donna Farmer and Sekhar Natarajan, in which Dr. Farmer discusses the potential adverse effects of the formulated Roundup product, conceding that “you cannot say that Roundup is not a carcinogen…we have not done the necessary testing on the formulation to make that statement.” at *1 -2. 56 Bates Title Description MONGLY00922274 - MONGLY00922277 MONGLY00922278- MONGLY00922293 7/9/2004
UNK:UNK	Monsanto Email Re: Roundup and lymphoma AND Attachments to Email (Backgrounder, Acquavella & Farmer review, etc.) Series of emails between Donna Farmer and others related to the association between Roundup and lymphoma . MONGLY00903275 7/26/2004
UNK:UNK	John Acquavella calculations reveal “AHS significantly overestimates exposure” This document contain s email exchanges between Monsanto employees John Acquavella and William Heydens and CropLife America’s Angelina Duggan regarding [harc] FFESTF - AHS (NCI), wherein Duggan wrote: “John Acquavella conducted a ‘ground truth’ analysis comparing exposure based o n the Ag Health Study (AHS) exposure model versus confirmed exposure, as determined by the Farm Family Exposure biomonitoring urinanalysis for chlorpyrifos , 2,4- D and glyphosate. Acquavella’s preliminary calculations reveal that in most cases the AHS signi ficantly overestimates exposure.” 57 Bates Title Description MONGLY00925905 9/23/2004
UNK:UNK	"Email Showing Monsanto Had Long Known of N - ntirosoglyphosate (“NNG”) in Roundup This document contains cor respondence between Michael Cunningham (Monsanto) and several other colleagues discussing a counter argument against N -ntirosoglyphosate (“NNG”). The email quotes Dr. Ruth Shearer in 1984: ""The problem with glyphosate... is that it combines readily with ni trites, found in normal human saliva, to form an N -nitroso compound called N -nitrosoglyphosate. Although that particular compound has not been tested as a cancer -causing agent, over 75% of all other N -nitroso compounds so tested have been shown to cause ca ncer by way of tumour formation."" NNG is found in glyphosate -based formulations such as Roundup, but not necessarily in glyphosate evaluated in animal bioassays. The public will not find any reference to NNG on the Roundup® label. NNG is part of a family of carcinogenic chemicals known as “nitroso compounds”. Nitroso compounds have consistently been identified as carcinogenic following analysis. NNG forms whenever glyphosate interacts with nitrites, whether outside or inside the body. MONGLY01317143 11/2004"
UNK:UNK	Notes on FFES and accessing AHS data prior to publication MONGLY01317143 contains notes on FFES and accessing AHS data prior to publication MONGLY07080226 MONGLY07080232 11/2004
UNK:UNK	Memo re Farm Family Exposure Study and AHS AND Handwritten notes re Roundup tox & epi issues Memo and notes on major projects – AHS, FFES, etc. 58 Bates Title Description MONGLY02978413 12/7/2004
UNK:UNK	Monsanto Email Re: CLA going to OMB Internal Monsanto discussion wherein the AHS is criticized for it study design. MONGLY06267618 2/8/2005
UNK:UNK	Memo to CLA Board of Directors – Worker Exposure Issues: Agricultural Health Study Update CropLife America AHS memo. MONGLY00923951 - MONGLY00923956 MONGLY00923957- MONGLY00923966 3/10/2005
UNK:UNK	Monsanto Email Re: Can you verify AND Attachment: Re sponse to Glyphosate Toxic & Roundup Worse, Ho & Cummins This document contains email correspondence between Monsanto employees Donna Farmer, Daniel Goldstein, Steven Levine, Douglas Sammons and others regarding Can you verify, with an attachment, “Response to: Glyphosate Toxic & Roundup Worse” (Ho and Cummins) prepared by Donna Farmer. Sammons writes: I don't know is Monsanto going to actually do something or just fret over the aligations? I thought typically we do nothing/ What is done is me writing r ebuttals/response etc. Just want to make sure I have my facts straight.” (sic) 59 Bates Title Description MONGLY02669817 4/4/2005
UNK:UNK	Email correspondence Re: POEA surfactant in aquatic organisms This document contains email correspondence between Science News reporter, Rebecca Renner and Monsanto employees, Eric Sachs, Donna Farmer and Mica Delong, regarding toxicity of POEA surfactant in aquatic organisms. Sachs writes: “We were hoping to avoid going in this direction by sending our narrower response, but Rebecca struck first.” MONGLY02669795 4/5/2005
UNK:UNK	Eric Sachs acknowledges that POEA has been shown to be toxic to non- target organisms MONGLY02669795 contains an email exchange between Eric Sachs and Donna Farmer, wherein Sachs acknowledges that POEA has been shown to be toxic to non- target organisms. MONGLY00922456 6/8/2005
UNK:UNK	Monsanto Email Re: Roundup L&G This document contains email correspondence between Monsanto employees Donna Farmer, Mica DeLong and others regarding Roundup L&G. MONGLY02721133 9/1/2005
UNK:UNK	Monsanto PowerPoint Presentation Shows 2010 Regulatory Goals in Germany to ‘Push Back on Data Req uests This document is a PowerPoint presentation which details Monsanto’s regulatory goals for 2010. The strategy in Germany was to “Defend POEAs” and “push back on data requests.” at *10. 60 Bates Title Description KIERPROD00001186 1/26/2006
UNK:UNK	Monsanto Email Re: Marc et al Analysis This document contains an email from Larry Kier to Donna Farmer re “marc et al analysis” wherein Dr. Kier notes “formulation composition is not public knowledge”. MONGLY00968242 MONGLY00968245- MONGLY00968273 9/7/2006
UNK:UNK	Monsanto Email Re: Draft Minutes Discussing Problems with Agricultural Health Study (AHS) AND CropLife America Internal Document: SIMS Analysis AHS Monsanto internal criticism of AHS MONGLY02837393 MONGLY02837396 1/24/2007
UNK:UNK	Monsanto Email FW: AHS Concerns for OMB AND Crop Life America Concerns About the Agricultural Health Study (attachment) CropL ife America criticism of AHS. 61 Bates Title Description MONGLY02452470 1/31/2007
UNK:UNK	Monsanto Email Re: Glyphosate formulations & surfactants Internal correspondence wherein it is acknowledged that majority of toxicity of formulated product stems from surfactant. MONGLY02478386 12/20/2007
UNK:UNK	Internal Email Discussing Metallic Ions in Glyphosate This document contains email correspondence between Monsanto scientist Eric Haupfear and others discussing potential impurities in glyphosate. The email suggests reticence to conduct further tests on a quantitative level. Daniel Goldstein (Monsanto scientist), who comments in the email chain, says: “No decision has been made that we need to answer this question…I am NOT suggesting analytical work be initiated on this…” MONGLY02053978 4/21/2008
UNK:UNK	Monsanto Email: “If tallowamine ethoxylate's exemption is not reinstat ed, that can be a major shake- up in the competitive landscape” Internal correspondence re “glyphosate re -registration in the US wherein Sue Wratten states: “If tallowamine ethoxylate's exemption is not reinstated, that can be a major shake - up in the competitive landscape.” MONGLY02530964 - MONGLY02530966 5/21/2008
UNK:UNK	Monsanto Email Re: Glyphosate Test materials – Syngenta and Cheminova Monsanto employees recognize that NNG is present in glyphosate and consid er going down a route which avoids formaldehyde but are unsure due to expense. 62 Bates Title Description MONGLY01135152 - MONGLY01135156 6/25/2008
UNK:UNK	E/A Glyphosate Toxicology Advisory Panel June 25- 26, 2008 Notes & Actions Internal 2009 toxicology advisory meeting notes MONGLY01182770 7/15/2008
UNK:UNK	Monsanto PowerPoint Presentation Shows Company Awareness of Roundup Cancer Plausibility This document is a Po werPoint presentation concerning the “EU Expert Advisory Panel”. Page 6 of the presentation is titled: “Monsanto’s Roundup ® acts on one of the key stages of cellular division, which can potentially lead to cancer in the long term.” at *6. The page referen ces a French in -vitro study which observed adverse effects associated with Roundup. The final page contains “questions” regarding how to “position” in- vitro hazards using “urine concentrations from applicator exposure into plasma concentrations.” at *7. Monsanto also considers the risks in “running a new study”. Id. MONGLY01179185 10/14/2008
UNK:UNK	Internal Email from 2008: Monsanto Executive Long Aware of Glyphosate Link to non-Hodgki n Lymphoma This document contains email correspondence wherein Dean Nasser (Monsanto) sends a “Beyond Pesticides” publication to Dr. Donna Farmer. The publication references a study which found positive association between glyphosate and Non- Hodgkin’s L ymphoma. Dr. Farmer responds: “We have been aware of this paper for awhile and knew it would only be a matter of time before the activists pick it up… how do we combat this?” at *1. MONGLY01012203 MONGLY01012207 11/12/2008
UNK:UNK	"Monsanto Email Re: tallowamine situation in Germany - tox issues AND Tallowamine situation in Germany TD/RA meeting Nov 12th, 2008, Amsterdam MONGLY01012203 contains an email correspondence between Monsanto employees, David Saltmiras , Daniel Goldstein, Rhonda Mannion and others regarding tallow amine situation in Germany - tox issues. MONGLY01012207 is an attachment PowerPoint presentation, entitled “Tallowamine situation in Germany TD/RA meeting Nov 12th, 2008, Amsterdam."" 63 Bates Title Description MONGLY02343101 2/23/2009"
UNK:UNK	Monsanto Email: “…the amount of dermal absorption is dependent on the level of surfactants in the formulation” MONGLY02343101 is an email discussion regarding studies on the formulation wherein it is stated that: “the amount of dermal absorption is dependent on the level of surfactants in the formulation.” MONGLY06454419 2/23/2009
UNK:UNK	Monsanto Email Responding to German Authorities Action Against POEA MONGLY06454419 is an email exchange re: tallow amine tox issues in Germany, where the topic of addressing German authorities action against POEA is discussed. MONGLY06454299 MONGLY06454301 2/26/2009
UNK:UNK	Email Re: Tallow Amine Tox Issues in Germany AND Info for experts in responding to German authorities action against POEA. This contains email correspondence re: tallow amine tox issues in Germany. The email includes an attachment (MON GLY06454301), which is info for experts in responding to German authorities action against POEA. MONGLY02528114 4/8/2009
UNK:UNK	Monsanto Email Re: Off spec GI railcar Email correspondence re arsenic where, in discussing the formulated Roundup product, Stephen Wratten inquires “What the hell is arsenic doing in there?” 64 Bates Title Description MONGLY00935955 MONGLY00935959 4/21/2009
UNK:UNK	Monsanto Email Discussing the Limitations of Using Epidemiology in Risk Assessment AND Daniel Goldstein PowerPoint Presentation – Epidemiology: Incorporation Into Pesticide Risk Assessment and Management MONGLY00935955 is a series of emails between Dr. Daniel Goldstein and Erik Janus of CropLife America, discussing the limitations of using epidemiology in risk assessment. Contains attached presentation (MONGLY00935959) prepared by Dr. Goldstein dealing with the problems with epidemiology. MONGLY00957702 MONGLY00957704 6/18/2009
UNK:UNK	Monsanto 2009 action items “countering EPA’s conclusion of increased sensitivity for CST4 surfactants” AND Monsanto Action Items MONGLY00957702 is an email exchange between Gregory Watson, William Heydens and others. Heydens circulates draft agreements/action ite ms from GCRST Call (June 2009). One of the action items is “countering EPA's conclusion of increased sensitivity for CST4 surfactants.” MONGLY00957704 is Gregory Watson’s notes from the GCRST Call (attachment from email above). 65 Bates Title Description MONGLY03129087 MONGLY03 129092 6/19/2009
UNK:UNK	Monsanto Email Re: IBT Scandal AND Summary of IBT Scandal This contains a Monsanto email discussing IBT Labs and Craven. The exchange also includes discussion re: questions from a TV magazine ‘Kontraste’ pertaining to surfactants in EU, Levinskas study, etc. Email contains attachment (MONGLY03129092) - Backgrounder Testing fraud: IBT and Craven Laboratories June 2005. MONGLYO1192115 MONGLYO1192116 MONGLYO1192117 Emails: 9/21/2009 Deposition: 1/11/2017
UNK:UNK	"Videotaped Deposition of Monsanto Toxicologist Donna Farmer + Monsanto Internal Emails Monsanto Toxicologist Donna Farmer’s 1/2017 deposition where she is asked about a 2009 email in which she said, “ you cannot say that Roundup does not cause cancer -we have not done carcinogenicity studies with ""Roundup"".” (MONGLYO1192115) In the depo, Farm er calls POEA ban in EU “a political decision.” MONGLY01202786 12/10/2009"
UNK:UNK	Monsanto Email Re: FYI – Carcinogen 1,4 dioxane in Vision Discussion regarding levels of 1, 4 -Dioxane in formulation 66 Bates Title Description MONGLY01249878 3/3/2010
UNK:UNK	Monsanto Execs Playing Whack- a-Mole This document contains email correspondence between Monsanto employees D onna Farmer, Daniel Goldstein, and consultant Bruce Chassy regarding another mole needing a whacking…., and includes an article in the FOOD CONSUMER “GM Foods Are More Dangerous For Children Than Adults” MONGLY01041300 6/10/2010
UNK:UNK	Monsanto Executive Steven Adams Discusses 1,4 -Doixane Specs: “If There is a Chemical That is Consi dered to be Cancer Causing, it Doesn’t Matter How Much is in There…” This document contains email correspondence in which Steven Adams (Monsanto) responds to a question regarding the specs for the surfactant 1,4- dioxane. In the email Adams states that 1,4- dioxane is “ an impurity in the ethoxylated surfactants and not in the glyphosate manufacturing process itself.” 1,4- dioxane is not listed on the Roundup label, but is carcinogenic to animals and likely carcinogenic to humans. Adams continues discussing 1,4-dioxane: “…we have to be very careful before we go slinging mud about 1,4- dioxane in Chinese glyphosate in public, because whether it is 1 ppm or 10 ppm, we most likely have it on our products too, and the general public does not understand the differ ence between 1 ppm and a bucket full...if there is a chemical that is considered to be a cancer - causing, it don't matter how much is in there, just that it is in there!” MONGLY06478771 8/19/2010
UNK:UNK	Emails Re: Regulatory Action in EU Against POEAs and Strategy for Response Emails re regulatory action in EU against POEAs and strategy for response. 67 Bates Title Description MONGLY03909599 - MONGLY03909604 9/28/2010
UNK:UNK	Monsanto Email Between Heydens and Wratten Discussing NNG Levels in Glyphosate Discussion re NNG levels in g lyphosate. MONGLY04188925 10/14/2010
UNK:UNK	Monsanto Email Re: Request for opinion!! Study re roundup effects on the gut flora of rabbits. MONGLY05190476 – MONGLY05190485 11/17/2010 – 4/4 /2013
UNK:UNK	Monsanto Inert Ingredient Submission to EPA (2010) and Internal Emails Related to Inerts This doc ument contains Monsanto’s 2010 ‘Petition Proposing an Exemption from the Requirement of a Tolerance for Residues of Alkyl Amidodimethylpropyl Amine (AADPA) Surfactants in or on Raw Agricultural Products and Food Products. Monsanto requested the establishment of an exemption from the requirement of a tolerance for a new inert. At least five (5) Toxicology Studies submitted in the exemption request relating to Roundup ingredients were authored by Kimberly Hodge -Bell, a known participant and orchestrator in drafting waiver requests to regulatory agencies. It is believed that these summaries relate to toxicity findings in surfactants and are part of Monsanto’s catalog of studies related to inert submissions to regulatory bodies to support Roundup safety. MONGL Y01155974 12/10/2010- 12/14/2010
UNK:UNK	Internal Email: Monsanto Employee Admits Company Has Not Tested Carcinogenicity of Roundup Formulation This document contains email correspondence between various Monsanto personnel wherein Stephen Adams addresses the issue of testing Roundup formulations: “With regards to the carcinogenicity of our formulations we don’t have such testing on them directly…” at *1. 68 Bates Title Description MONGLY06829866 1/6/2011
UNK:UNK	Email Re: Roundup Discussion of POEA, spe cifically that the term POEA also covers etheramines. MONGLY06540881 5/25/2011
UNK:UNK	Email expresses concern re the binding properties of glyphosate Email correspondence expresses concern re the bin ding properties of glyphosate. MONGLY02807356 2/9/2012
UNK:UNK	Monsanto Email: “there is no agreed scientific position in mixtures/low doses we can refe r to” [REDACTED] states that Monsanto needs to be cautious about not being pushed against the wall with respect to formulation vs. active ingredient debate given lack of data on formulation. MONGLY01284534 - MONGLY01284570 4/18/2012
UNK:UNK	GLYPHOSATE ACID Glyphosate acid - In Vitro Absorption through Abraded Rabbit Skin using [14C] -glyphosate Final Report Glyphosate acid in vitro absorption through abraded rabbit skin. Dermal Technology Laboratory report prepared for Monsanto on behalf of EU Glyphosate Task Force (GTF). 69 Bates Title Description MONGLY02426347 MONGLY02426350- MONGLY02426354 5/17/2012
UNK:UNK	Monsanto Email Re: Arsenic – Roundup AND Glyphosate – Not Organophosphate MONGLY02426347 contains email correspondence between Monsanto employees Donna Farmer, Daniel Goldstein, David Saltmiras, Erin Ahlers and others regarding Arsenic - Roundup, including an attachment (MONGLY02426350- MONGLY02426354), “Glyphosate -- Not an Organophosphate.” Farmer writes: “... we cannot certify that our Roundup Branded products do not contain arsenic.” MONGLY02426344 5/29/2012
UNK:UNK	Monsanto Email Discussing Arsenic in the Roundup Formulation This document is regarding arsenic levels in the Roundup formulation, wherein Donna Farmer states “Arsenic is an impurity in a raw material used in the manufacture of Roundup branded formulations. Thus there may be trace amounts in the end- use product. MONGLY02246128 MONGLY02246130- MONGLY02246133 1/4/2013
UNK:UNK	Monsanto Email Re: DRAFT – Initial response to Shehata (Kreuger) on glyphosate and gut flora AND Monsanto Commentary - Shehata et al. (Kreuger) This document contains an email exchange in which Dan Goldstein comments re Shehata which found Roundup interference with beneficial gut bacteria. 70 Bates Title Description MONGLY01174848 1/22/2013
UNK:UNK	Email between Bryan Delaney to Monsanto’s David Saltmiras, regarding an invitation to review manuscript # FCT-D-13-00129 This document contains email correspondence between Bryan Delaney, Ph.D. Editor, Food and Chemical Toxicology, to Monsanto’s David Saltmiras, regarding an invitation to review manuscript # FCT -D-13-00129, “Glyphosate commercial formulation cause cytoxicity, oxidative effects and apoptosis on human cells; differences with its active ingredient.” MONGLY01159775 3/4/2013 - 3/5/2013
UNK:UNK	Monsanto Internal Email: Employee Admits Company Hasn’t Tested Roundup for Chronic or Sub - Chronic Toxicity This docu ment contains email correspondence between various Monsanto personnel wherein Xavier Belvaux confirms that: “We do not conduct sub- chronic, chronic or terotogenicity studies with our formulations.” at *2. MONGLY01051709 9/30/2013- 10/22/2013
UNK:UNK	Monsanto Internal Email: Technical Expert Denied Glyphosate Registration Due to ‘Formaldehyde in Our Glyphosate’ This document contains email correspondence between various Monsanto personnel regarding glyphosate registration and the presence of formaldehyde: “…our renewal has been rejected by technical expert due to the content of formaldehyde i n our glyphosate.” at *5. MONGLY02068177 - MONGLY02068178 10/3/2013
UNK:UNK	Monsanto Email From Heydens – Not Accurate to State That Monsanto Submits Surfactant Info to EPA This document contains email correspondence between Thomas Helscher and William Heydens re “glyphosate/Roundup safety/enviro boilerplate” wherein Dr. Heydens states that it is not accurate to state that Monsanto submits surfactant info to the EPA. 71 Bates Title Description MONGLY05743182 10/22/2013
UNK:UNK	Monsanto Email Re: Formulation Rejection in Indonesia Due to Formaldehyde Content Internal discus sion re levels of formaldehyde in formulation. Formulation rejected in Indonesia due to formaldehyde content MONGLY03560399 4/3/2014
UNK:UNK	Monsanto Email Re: Question – Not sure who to contact with this situation? Document contains an email from a retailer expressing concern over a llegations that a roundup user’s cancer was caused by exposure to Roundup. MONGLY01205368 5/2/2014
UNK:UNK	Donna Farmer on Study of Glyphosate Genotoxicity: “It Never Ends” Donna Farmer responding with “it never ends” to study of glyphosate genotoxicity MONGLY03549275 – MONGLY03549280 5/8/2014
